Date,TMax,TMin,TAvg,TDep,HDD,CDD,Precip,NewSnow,SnowDepth
2011-01-08,45,31,38.0,-8.2,27,0,0.00,0.0,0
2011-01-09,47,30,38.5,-7.8,26,0,0.00,0.0,0
2011-01-10,46,27,36.5,-9.8,28,0,0.00,0.0,0
2011-01-11,45,39,42.0,-4.3,23,0,0.06,0.0,0
2011-01-12,56,40,48.0,1.7,17,0,T,0.0,0
2011-01-13,57,37,47.0,0.6,18,0,0.03,0.0,0
2011-01-14,63,45,54.0,7.6,11,0,0.00,0.0,0
2011-01-15,67,42,54.5,8.0,10,0,0.00,0.0,0
2011-01-16,60,41,50.5,4.0,14,0,0.00,0.0,0
2011-01-17,64,42,53.0,6.4,12,0,0.00,0.0,0
2011-01-18,65,39,52.0,5.4,13,0,0.00,0.0,0
2011-01-19,63,38,50.5,3.8,14,0,0.00,0.0,0
2011-01-20,60,39,49.5,2.8,15,0,0.00,0.0,0
2011-01-21,65,35,50.0,3.2,15,0,0.00,0.0,0
2011-01-22,69,39,54.0,7.1,11,0,0.00,0.0,0
2011-01-23,68,36,52.0,5.0,13,0,0.00,0.0,0
2011-01-24,68,34,51.0,3.9,14,0,0.00,0.0,0
2011-01-25,66,38,52.0,4.8,13,0,0.00,0.0,0
2011-01-26,61,39,50.0,2.7,15,0,0.00,0.0,0
2011-01-27,66,36,51.0,3.6,14,0,0.00,0.0,0
2011-01-28,61,34,47.5,0.0,17,0,0.00,0.0,0
2011-01-29,59,47,53.0,5.4,12,0,0.04,0.0,0
2011-01-30,55,41,48.0,0.2,17,0,0.21,0.0,0
2011-01-31,62,35,48.5,0.6,16,0,0.00,0.0,0
2011-02-01,63,41,52.0,3.9,13,0,0.00,0.0,0
2011-02-02,60,34,47.0,-1.2,18,0,0.00,0.0,0
2011-02-03,60,31,45.5,-2.9,19,0,0.00,0.0,0
2011-02-04,70,35,52.5,4.0,12,0,0.00,0.0,0
2011-02-05,76,41,58.5,9.8,6,0,0.00,0.0,0
2011-02-06,73,49,61.0,12.1,4,0,0.00,0.0,0
2011-02-07,73,41,57.0,8.0,8,0,0.00,0.0,0
2011-02-08,60,45,52.5,3.3,12,0,0.00,0.0,0
2011-02-09,59,35,47.0,-2.4,18,0,0.00,0.0,0
2011-02-10,62,31,46.5,-3.1,18,0,0.00,0.0,0
2011-02-11,63,32,47.5,-2.3,17,0,0.00,0.0,0
2011-02-12,72,33,52.5,2.5,12,0,0.00,0.0,0
2011-02-13,68,32,50.0,-0.2,15,0,0.00,0.0,0
2011-02-14,63,47,55.0,4.7,10,0,T,0.0,0
2011-02-15,61,50,55.5,5.0,9,0,0.07,0.0,0
2011-02-16,53,40,46.5,-4.2,18,0,0.50,0.0,0
2011-02-17,50,37,43.5,-7.4,21,0,0.62,0.0,0
2011-02-18,45,38,41.5,-9.6,23,0,0.49,0.0,0
2011-02-19,47,37,42.0,-9.3,23,0,0.28,0.0,0
2011-02-20,54,32,43.0,-8.4,22,0,0.00,0.0,0
2011-02-21,53,35,44.0,-7.6,21,0,0.00,0.0,0
2011-02-22,58,33,45.5,-6.3,19,0,0.00,0.0,0
2011-02-23,56,34,45.0,-6.9,20,0,0.00,0.0,0
2011-02-24,51,38,44.5,-7.6,20,0,0.08,0.0,0
2011-02-25,51,46,48.5,-3.7,16,0,0.52,0.0,0
2011-02-26,47,29,38.0,-14.3,27,0,0.00,0.0,0
2011-02-27,57,26,41.5,-11.0,23,0,0.00,0.0,0
2011-02-28,57,31,44.0,-8.6,21,0,0.00,0.0,0
2011-03-01,62,31,46.5,-6.2,18,0,0.01,0.0,0
2011-03-02,61,49,55.0,2.2,10,0,0.06,0.0,0
2011-03-03,66,43,54.5,1.6,10,0,0.00,0.0,M
2011-03-04,64,38,51.0,-2.0,14,0,0.00,0.0,M
2011-03-05,68,40,54.0,0.9,11,0,0.01,0.0,M
2011-03-06,59,52,55.5,2.3,9,0,0.45,0.0,M
2011-03-07,58,45,51.5,-1.7,13,0,0.00,0.0,M
2011-03-08,62,44,53.0,-0.3,12,0,0.00,0.0,M
2011-03-09,65,44,54.5,1.2,10,0,0.00,0.0,0
2011-03-10,61,42,51.5,-1.9,13,0,0.00,0.0,M
2011-03-11,60,41,50.5,-2.9,14,0,0.00,0.0,0
2011-03-12,63,43,53.0,-0.5,12,0,0.00,0.0,M
2011-03-13,66,46,56.0,2.5,9,0,0.17,0.0,M
2011-03-14,67,52,59.5,6.0,5,0,0.01,0.0,M
2011-03-15,68,52,60.0,6.5,5,0,0.22,0.0,0
2011-03-16,59,42,50.5,-3.1,14,0,0.14,0.0,M
2011-03-17,62,35,48.5,-5.1,16,0,0.00,0.0,M
2011-03-18,56,44,50.0,-3.6,15,0,0.67,0.0,M
2011-03-19,55,39,47.0,-6.6,18,0,0.49,0.0,M
2011-03-20,52,44,48.0,-5.6,17,0,0.38,0.0,M
2011-03-21,56,42,49.0,-4.7,16,0,0.07,0.0,0
2011-03-22,58,38,48.0,-5.7,17,0,0.07,0.0,0
2011-03-23,56,47,51.5,-2.2,13,0,0.30,0.0,0
2011-03-24,51,44,47.5,-6.2,17,0,0.97,0.0,0
2011-03-25,56,44,50.0,-3.8,15,0,0.17,0.0,0
2011-03-26,56,43,49.5,-4.3,15,0,0.18,0.0,0
2011-03-27,60,37,48.5,-5.4,16,0,T,0.0,0
2011-03-28,63,41,52.0,-1.9,13,0,0.00,0.0,0
2011-03-29,69,41,55.0,1.0,10,0,0.00,0.0,0
2011-03-30,80,45,62.5,8.4,2,0,0.00,0.0,0
2011-03-31,80,52,66.0,11.9,0,1,0.00,0.0,0
2011-04-01,80,47,63.5,9.3,1,0,0.00,0.0,0
2011-04-02,65,48,56.5,2.2,8,0,0.00,0.0,0
2011-04-03,68,41,54.5,0.1,10,0,0.00,0.0,0
2011-04-04,74,40,57.0,2.5,8,0,0.00,0.0,0
2011-04-05,69,45,57.0,2.3,8,0,0.00,0.0,0
2011-04-06,64,41,52.5,-2.3,12,0,0.00,0.0,0
2011-04-07,54,40,47.0,-7.9,18,0,0.07,0.0,M
2011-04-08,57,35,46.0,-9.1,19,0,T,0.0,M
2011-04-09,63,33,48.0,-7.2,17,0,0.00,0.0,M
2011-04-10,63,44,53.5,-1.9,11,0,0.00,0.0,M
2011-04-11,64,43,53.5,-2.1,11,0,0.00,0.0,M
2011-04-12,62,37,49.5,-6.3,15,0,0.00,0.0,M
2011-04-13,59,43,51.0,-5.0,14,0,0.04,0.0,M
2011-04-14,63,38,50.5,-5.7,14,0,0.00,0.0,M
2011-04-15,73,44,58.5,2.1,6,0,0.00,0.0,M
2011-04-16,74,51,62.5,5.9,2,0,0.00,0.0,M
2011-04-17,70,52,61.0,4.2,4,0,0.00,0.0,0
2011-04-18,65,53,59.0,2.0,6,0,T,0.0,0
